date,exAAARF,exBAARF,Y
3/1/68,0.000783333,0.0014,0.005896
4/1/68,0.000691667,0.001325,0.079792
5/1/68,0.000508333,0.001141667,0.011874
6/1/68,0.000633333,0.001291667,0.005616
7/1/68,0.000775,0.001391667,-0.022244
8/1/68,0.000775,0.001441667,0.012215
9/1/68,0.00065,0.001333333,0.035051
10/1/68,0.000616667,0.001241667,0.004187
11/1/68,0.000616667,0.0013,0.04938
12/1/68,0.000408333,0.001058333,-0.045126
1/1/69,0.000375,0.000983333,-0.012847
2/1/69,0.00045,0.000983333,-0.046921
3/1/69,0.000691667,0.001241667,0.030247
4/1/69,0.00065,0.001191667,0.017471
5/1/69,0.000625,0.001233333,-0.000946
6/1/69,0.00045,0.00105,-0.059457
7/1/69,6.67E-05,0.0007,-0.063932
8/1/69,-8.33E-06,0.000733333,0.040728
9/1/69,4.17E-05,0.0008,-0.030141
10/1/69,0.000275,0.001016667,0.0409
11/1/69,9.17E-05,0.000841667,-0.034352
12/1/69,-8.33E-05,0.000691667,-0.023322
1/1/70,3.33E-05,0.000825,-0.081398
2/1/70,0.000666667,0.001375,0.053321
3/1/70,0.001008333,0.001666667,-0.002894
4/1/70,0.0011,0.001825,-0.093831
5/1/70,0.001058333,0.001783333,-0.059989
6/1/70,0.0015,0.002141667,-0.054832
7/1/70,0.001658333,0.002458333,0.070323
8/1/70,0.001433333,0.002525,0.044478
9/1/70,0.001641667,0.002725,0.029302
10/1/70,0.001766667,0.00285,-0.013632
11/1/70,0.002308333,0.003416667,0.049787
12/1/70,0.002308333,0.003541667,0.054484
1/1/71,0.002433333,0.003583333,0.039028
2/1/71,0.002816667,0.003908333,0.010017
3/1/71,0.003191667,0.004233333,0.036068
4/1/71,0.002825,0.003825,0.034165
5/1/71,0.002825,0.003733333,-0.04005
6/1/71,0.002408333,0.003333333,-0.001261
7/1/71,0.001866667,0.0028,-0.044827
8/1/71,0.002208333,0.003183333,0.037336
9/1/71,0.002291667,0.00325,-0.008738
10/1/71,0.002441667,0.00335,-0.043829
11/1/71,0.002533333,0.003466667,-0.000802
12/1/71,0.0027,0.003641667,0.08418
1/1/72,0.003175,0.004041667,0.016188
2/1/72,0.003391667,0.004191667,0.027721
3/1/72,0.002925,0.003758333,0.004615
4/1/72,0.002991667,0.003775,0.002576
5/1/72,0.003008333,0.003783333,0.019019
6/1/72,0.002766667,0.003575,-0.023056
7/1/72,0.002691667,0.003541667,0.000145
8/1/72,0.002641667,0.003475,0.036525
9/1/72,0.002133333,0.002858333,-0.006677
10/1/72,0.002058333,0.002766667,0.006878
11/1/72,0.00195,0.002675,0.046597
12/1/72,0.001675,0.002383333,0.009963
1/1/73,0.00145,0.002075,-0.021152
2/1/73,0.00135,0.001975,-0.037918
3/1/73,0.001,0.001616667,-0.005693
4/1/73,0.000833333,0.001525,-0.045264
5/1/73,0.000775,0.001416667,-0.01905
6/1/73,0.00015,0.000783333,-0.010278
7/1/73,-0.000466667,0.000191667,0.032728
8/1/73,-0.000825,-0.000116667,-0.038544
9/1/73,-0.00055,0.000283333,0.035419
10/1/73,0.000316667,0.000991667,-0.006188
11/1/73,-0.000133333,0.000491667,-0.11282
12/1/73,0.000191667,0.000858333,0.011571
1/1/74,5.00E-05,0.000591667,-0.01442
2/1/74,0.000608333,0.001175,-0.003808
3/1/74,4.17E-05,0.00055,-0.027418
4/1/74,-6.67E-05,0.00045,-0.045149
5/1/74,0.000116667,0.000683333,-0.034396
6/1/74,0.000475,0.001141667,-0.018816
7/1/74,0.000975,0.001608333,-0.083698
8/1/74,3.33E-05,0.000675,-0.088177
9/1/74,0.000983333,0.001766667,-0.125611
10/1/74,0.001508333,0.002516667,0.163013
11/1/74,0.001183333,0.002608333,-0.051088
12/1/74,0.00145,0.0029,-0.025021
1/1/75,0.002141667,0.003791667,0.11781
2/1/75,0.0026,0.004291667,0.06316
3/1/75,0.00265,0.004158333,0.019914
4/1/75,0.002783333,0.004141667,0.045024
5/1/75,0.003058333,0.00455,0.046793
6/1/75,0.002858333,0.0044,0.04212
7/1/75,0.002258333,0.003683333,-0.070304
8/1/75,0.002091667,0.003458333,-0.020463
9/1/75,0.002108333,0.003491667,-0.03755
10/1/75,0.002416667,0.003883333,0.059255
11/1/75,0.00275,0.004233333,0.025989
12/1/75,0.002791667,0.004266667,-0.015285
1/1/76,0.003108333,0.004616667,0.115443
2/1/76,0.003058333,0.004466667,-0.009156
3/1/76,0.002933333,0.004266667,0.02864
4/1/76,0.00295,0.004233333,-0.01381
5/1/76,0.002816667,0.003883333,-0.011816
6/1/76,0.002675,0.003733333,0.039659
7/1/76,0.002775,0.003825,-0.011902
8/1/76,0.002758333,0.00375,-0.002601
9/1/76,0.00275,0.0036,0.020021
10/1/76,0.002833333,0.003641667,-0.024311
11/1/76,0.002916667,0.003733333,-0.005041
12/1/76,0.003025,0.003975,0.049775
1/1/77,0.002783333,0.003716667,-0.053254
2/1/77,0.002808333,0.003708333,-0.019138
3/1/77,0.002916667,0.003766667,-0.016302
4/1/77,0.002916667,0.003775,-0.003159
5/1/77,0.002575,0.003375,-0.018764
6/1/77,0.002441667,0.003241667,0.043776
7/1/77,0.002291667,0.003066667,-0.019653
8/1/77,0.002075,0.002775,-0.01671
9/1/77,0.001758333,0.002491667,-0.005125
10/1/77,0.001566667,0.002275,-0.046884
11/1/77,0.00165,0.002375,0.031752
12/1/77,0.001766667,0.002433333,0.00067
1/1/78,0.001641667,0.002275,-0.065543
2/1/78,0.001683333,0.002291667,-0.02086
3/1/78,0.001816667,0.002441667,0.021625
4/1/78,0.001891667,0.002525,0.083564
5/1/78,0.0019,0.002566667,0.008619
6/1/78,0.001691667,0.002391667,-0.021978
7/1/78,0.001558333,0.002158333,0.051374
8/1/78,0.001341667,0.002,0.028041
9/1/78,0.0007,0.001308333,-0.011363
10/1/78,0.00075,0.001333333,-0.09637
11/1/78,0.000325,0.000991667,0.019771
12/1/78,6.67E-05,0.000716667,0.008827
1/1/79,-8.33E-05,0.00065,0.034997
2/1/79,-5.00E-05,0.000633333,-0.035949
3/1/79,-9.17E-05,0.00065,0.049261
4/1/79,-6.67E-05,0.000725,-0.003817
5/1/79,-9.17E-05,0.000716667,-0.025018
6/1/79,0.000191667,0.0011,0.032224
7/1/79,-3.33E-05,0.000875,0.004351
8/1/79,-0.000241667,0.000691667,0.054165
9/1/79,-0.000683333,0.000233333,-0.006884
10/1/79,-0.001308333,-0.00025,-0.07426
11/1/79,-0.000858333,0.000166667,0.042877
12/1/79,-0.001083333,1.67E-05,0.00884
1/1/80,-0.000758333,0.00035,0.053308
2/1/80,-0.0004,0.000591667,-0.006289
3/1/80,-0.001866667,-0.000625,-0.109618
4/1/80,-0.000966667,0.000825,0.029794
5/1/80,0.002008333,0.003825,0.04746
6/1/80,0.002925,0.0047,0.023622
7/1/80,0.002508333,0.003825,0.0629
8/1/80,0.002091667,0.00335,0.007054
9/1/80,0.001458333,0.002858333,0.020435
