"","date","z_minus_3","z_minus_2","z_minus_1","z_0","z_1","z_2","z_3","Y"
"439",1966-07-01,-0.0146996809927966,-0.0146996030010271,-0.0146988231295913,-0.0146910153659535,-0.014612220820699,-0.0138281285529717,-0.00901844391352612,-0.015629
"440",1966-08-01,-0.00971540672835,-0.00971540846713502,-0.00971542554431776,-0.009715567304312,-0.00971443717517321,-0.00959575316641104,-0.00792600991100737,-0.07575
"441",1966-09-01,-0.0178805861065312,-0.0178805500622507,-0.0178801896693471,-0.0178765876138627,-0.0178407553280005,-0.0175014489526305,-0.0153532385831933,-0.010244
"442",1966-10-01,-0.0158061981658786,-0.0158061894240199,-0.0158061020410602,-0.0158052286723035,-0.0157965406404991,-0.0157140859367349,-0.0151886486112522,0.043833
"443",1966-11-01,-0.010804301212691,-0.0108043133499785,-0.0108044347078246,-0.0108056475151751,-0.0108176988913389,-0.0109308891956813,-0.0116008809326294,0.007223
"444",1966-12-01,-0.00947455689807336,-0.00947457000659318,-0.0094747010713536,-0.00947601084744669,-0.0094890220306028,-0.00961092500696569,-0.0103257540897523,-0.003674
"445",1967-01-01,-0.00279015095314949,-0.00279023005276248,-0.00279102083167336,-0.00279892137918396,-0.00287721077257161,-0.00359456413867529,-0.00736128944346747,0.074915
"446",1967-02-01,-0.0052199726911952,-0.00521997736754698,-0.00522002411419506,-0.00522049153697594,-0.00522516120282755,-0.00527111163036992,-0.00560162484955838,0.003914
"447",1967-03-01,-0.00412069534944543,-0.00412069465753038,-0.00412068773010148,-0.00412061897886216,-0.00411998293013153,-0.00411792225316247,-0.00421084401561184,0.037237
"448",1967-04-01,0.00186290982090051,0.00186290573696227,0.0018628649270465,0.001862456687541,0.00185836063132645,0.00181660655285615,0.00148075336064298,0.040171
"449",1967-05-01,0.00441009960306865,0.00441008884956421,0.00440998135970225,0.0044089069751119,0.0043982141597357,0.00429636861837064,0.00365384920964489,-0.05011
"450",1967-06-01,0.00341195630516923,0.00341195347819529,0.00341192522092093,0.00341164271449196,0.00340882427810824,0.00338139357891094,0.0031895059360176,0.016619
"451",1967-07-01,0.0044692709218612,0.00446928197819148,0.00446939251583782,0.0044704968053368,0.00448143221973735,0.00458100963721593,0.00508590838897472,0.043354
"452",1967-08-01,0.00982759479187213,0.00982760101946511,0.00982766328221063,0.00982828537650759,0.00983445353537728,0.00989127429260069,0.0101982588945177,-0.009924
