"timing_stategy.1","timing_stategy.2","timing_stategy.3","timing_stategy.4","timing_stategy.5","timing_stategy.6","timing_stategy.7","timing_stategy.8","Y_hat.1","Y_hat.2","Y_hat.3","Y_hat.4","Y_hat.5","Y_hat.6","Y_hat.7","Y_hat.8"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0157390031518371,-0.00429171580742844,0.000506328848522143,0.000784304361392255,-0.00223980969229472,-0.00211391033121584,-0.00153814096889028,-0.00143940281904494,-0.271235858338999,-0.0739606701609327,0.00872574574805078,0.0135161969667957,-0.0385994397831134,-0.0364297711619735,-0.0265073322572298,-0.0248057424827225
-0.0468756397712538,0.0268979723486249,0.0228454119749963,0.0108144097663136,0.00198948520339863,-0.00170315295239369,-0.00261182540029723,-0.00271067574895194,-0.4240489200696,0.243325876343368,0.206665387903316,0.0978298921353105,0.0179973874727358,-0.0154071533466044,-0.0236272346534582,-0.0245214599653704
0.00810468139578081,0.00818187504823211,0.0102876164576898,0.00927268876358637,0.00190209283615902,0.000243227934525311,0.00104525677656589,0.00119877110062954,-0.115387197935347,-0.116486212050743,-0.146465873057558,-0.132016241170665,-0.0270802949381259,-0.0034628615801095,-0.0148814302106506,-0.0170670297218004
0.0118108344531618,0.0115395259395571,0.00983646165798017,0.00685149705130973,0.00460785537327862,0.00241281239339807,0.00261969528956575,0.00270109534209244,-0.1259755154729,-0.123081712330618,-0.104916662129808,-0.0730787376812941,-0.0491478360970468,-0.0257352929806204,-0.0279419261859714,-0.0288101471078069
0.00671616652777879,0.00525895621305186,0.00474878096247307,0.00547877528789163,0.00597707257226461,0.00475940467085387,0.00484499308209515,0.00489813163077414,-0.0484662817539999,-0.037950526166899,-0.0342689174193793,-0.0395368199510127,-0.0431327130072352,-0.0343455819335075,-0.0349632188007501,-0.0353466857475005
0.0242865983840406,-0.0381172138796697,-0.0224469350199711,-0.010241384020237,-0.00828104235495093,-0.00665071647453906,-0.0066337628207785,-0.00666788390183927,0.166698229031386,-0.261628736510376,-0.154071157098338,-0.0702947589451515,-0.056839375909116,-0.0456491535193358,-0.0455327871178823,-0.0457669872185107
0.0837538233607133,0.0828525245364747,0.0346104286957042,0.00202745892552302,-0.00422096367878654,-7.25221493691254e-05,0.0013546308853766,0.00153530833978112,-1.10108227648345,-1.089233215493,-0.45501122323939,-0.0266542946890557,0.0554915359072706,0.000953423379598046,-0.0178088593357865,-0.0201841627526605
-0.0019975119420951,-0.00057887675444985,-0.000399205656500021,-0.0003203002443,-0.000186653662374527,-0.000186073765183963,-0.000216709353593431,-0.000222573931440327,-0.267082757333214,-0.0774002880665663,-0.0533768761198049,-0.0428266137585239,-0.0249570346803754,-0.0248794979521277,-0.0289757124740515,-0.0297598517770193
0.0580719289924948,0.0794638562446183,0.040342200792613,0.0225847529655281,0.0122627932365157,0.00755999487933201,0.0083876023558919,0.00863000199750309,-0.201806113380531,-0.27614532978624,-0.140193427158694,-0.0784844122918953,-0.0426145073047275,-0.02627178415189,-0.0291478079235612,-0.0299901723913355
0.0497868451647716,0.0397538637659293,0.0288992683155759,0.0173888436676135,0.00840271281873637,-0.00116879202603436,-0.0030969054629683,-0.00328171668636114,0.657356217021463,0.524886632416082,0.381568939179486,0.229592063001578,0.110944477260244,-0.0154320423834055,-0.0408897180143165,-0.043329856694937
0.0977754351315301,0.0977122423804223,0.088945591024201,0.0493676537113593,0.0116517961248368,0.00339114556454778,0.00311526650052902,0.00310364164736678,-0.952893363462562,-0.952277503731859,-0.866840053252648,-0.481124011649654,-0.113555303383102,-0.0330492019661801,-0.0303605580458733,-0.0302472653214316
-0.0821878441414901,-0.0338605526173406,-0.00345239577257828,0.0107432775431106,0.0135403895689718,0.00785612820949834,0.0054916055667393,0.00517513740454321,0.592314940085834,0.244027707555947,0.0248808764428337,-0.077425121205493,-0.0975834701598611,-0.0566178874543146,-0.0395771425350743,-0.0372964059798295
0.00122547631982744,0.00160729918862753,0.00242387792455516,0.00246839647198472,0.00213912585742491,0.00137518333174149,0.000967682336651391,0.000904758887339969,-0.0580711898700396,-0.0761644879224531,-0.11485940030115,-0.116968984124756,-0.101365960167981,-0.0651653002768084,-0.0458552024191533,-0.0428734723660128
0.0312376124605678,0.0115389033757364,0.00646068415876198,0.000130390921629119,-0.00414894286126888,-0.00359090902804112,-0.00267400317034847,-0.00253503002832751,0.609145930472646,0.225013228598046,0.125985923807297,0.00254267509660729,-0.0809060443686527,-0.0700241615421134,-0.0521441307764761,-0.0494340989514149
-0.0715672833584612,-0.0665328753265765,-0.00505214888108801,0.0192951089026689,0.0147185379263339,0.00814729432029636,0.00667329894425297,0.00652976691538478,0.593884864434939,0.552107971541707,0.0419241113054678,-0.160116083735127,-0.122138447777588,-0.0676084735351171,-0.0553768573132927,-0.0541857893349331
0.129591703306092,0.0807302730964504,0.0137197204907452,-0.00734833432800951,0.00514116759726124,0.0112044761898208,0.0119522136876885,0.0120148326296689,-0.6278819899033,-0.39114451947213,-0.0664731243041023,0.0356032574820587,-0.0249093611631156,-0.0542865679392465,-0.0579094148971076,-0.0582128085935653
-0.312872851393105,0.0595365091818427,-0.000240271361060855,-0.0239613947018468,0.00322326870334208,0.0157323152549276,0.0158803193244801,0.0157559965701392,1.34440021567746,-0.255825634689492,0.00103243495941895,0.102961008159257,-0.0138502369913678,-0.0676010332237364,-0.0682369998860451,-0.0677027907432408
0.000321131542481294,-0.000103293795759632,-0.000356009278783065,-0.000390690097833963,-0.000230864171754729,-0.000218325278977409,-0.000198478738982978,-0.00019433039726696,0.125051223707669,-0.0402234407163674,-0.138632896722377,-0.152137888564627,-0.0899003784091624,-0.0850176320005488,-0.077289228575926,-0.0756738307114331
0.02452770013428,-0.0764080020172718,-0.0675541328279944,-0.0644141597628261,-0.0433151966626671,-0.0356572471807656,-0.0344358150196718,-0.0342448639053309,0.0626444946193728,-0.195148368784822,-0.172535316694662,-0.164515729668196,-0.110628334063787,-0.0910696974004198,-0.087950122388304,-0.0874624274152978
-0.0182526422611087,0.0173380555104748,0.0246533312312529,0.0139529514625041,0.000308600440810131,-0.0134022315167181,-0.0186118123179313,-0.0193682278590055,-0.0454408676109746,0.0431639580622209,0.061375703562429,0.0347365718957279,0.000768276262413846,-0.0333655269922453,-0.046335039466667,-0.0482181738627248
0.0027950521871411,0.000267089377935059,-0.00330742150439705,-0.0085956367046339,-0.0072314345646388,-0.00215161165997154,0.000100937347002254,0.000426969241168988,-0.0937119354637263,-0.00895491778767044,0.110890548662142,0.288192741387846,0.242454052324777,0.0721387936689981,-0.00338420663187333,-0.0143153369935287
0.0709385643707518,0.0779093235375687,0.0633031568518564,0.0283220933313348,-0.00303096403944795,-0.00621983855689778,-0.0017413269430828,-0.00093627063034149,-0.498622780582923,-0.547619815543574,-0.444953973471778,-0.199074241973548,0.0213044587327383,0.0437188604467437,0.0122396793615109,0.00658098834139194
